# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	166	185	255
21	textures\misc_1.png	166	185	255
999	textures\raccoon_3.png	255	255	255
40	textures\raccoon_4.png	255	255	255
41	textures\raccoon_5.png	255 	255	255
42	textures\fireball_right.png	0	255	255
43	textures\fireball_left.png	0	255	255
44	textures\enemies_custom.png	255	255	255
45	textures\enemies-5.png	0	255	255
46	textures\enemies-5_1.png	0	255	255
47	textures\effect.png	176	224	248
48	textures\enemies-5_2.png	0	255	255
49	textures\enemies_custom_1.png	255	255	255
50	textures\mario-hold-shell-big.png	0	255	255
51	textures\status_bar.png	255	0	255
52	textures\power_state.png	175	232	226
53	textures\blackfirst.png	255	255	195
54	textures\blacksecond.png	255	255	195
55	textures\blackthird.png	255	255	195
56	textures\black.png	255	255	195
58	textures\123.png	64	128	0
59	textures\misc-2.png	0	117	255
60	textures\blackBackRound.png	255	255	255
61	textures\title.png	255	255	255

# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO 
# idle right
10000	205	240	230	270	0
# walk
10001	245	240	271	270	0
10002	285	241	311	271	0
#Running right
10003	206	320	232	350	0
10004	246	320	272	350	0
10005	286	321	312	351	0
#jump right
10006	325	240	351	270	0
#MARIO STOP RIGHT
10007	165	281	191	311	0
#sitting right
10008	365	236	390	266	0
#kick right
10009	243	280	273	310	0
#holding turtle right
10010	319	320	345	350	0
10011	345	320	371	350	0
10012	7	4	33	33	50	#can lam lai
#Jump when max speed 
10013	327	360	352	390	0

# idle left
10020	167	240	190	270	0
#walk
#10021	86	244	111	270	0
#10022	126	243	151	270	0
10021	126	240	151	270	0
10022	86	241	111	271	0
#jump left
10023	46	240	71	270	0
#running left
10024	164	320	193	350	0
10025	124	320	153	350	0
10026	84	321	113	351	0
#MARIO STOP LEFT
10027	205	281	231	311	0
#sitting left
10028	7	236	30	266	0
#kick left
10029	129	280	154	310	0
#hoding turtle left
10030	55	320	75	350	0
10031	29	320	50	350	0
10032	42	4	64	33	50
#Jump when max speed
10033	48	364	73	390	0

# die 
10099	365	209	391	225	0

# SMALL MARIO
# idle small right
10040	205	74	229	104	0
# walk
10041	246	75	271	105	0
#10042	255	169	271	185	0
#running small right
10043	205	155	231	185	0
10044	245	155	271	185	0
#jump small right 
10045	325	75	351	105	0
#Stop right
10046	204	115	230	145	0
#10046	165	129	190	145	0
#kick right
10047	245	115	271	145	0
#holding turtle right
10048	325	155	350	185	0
10049	366	155	391	185	0
#Jump when max speed
10050	245	155	271	185	0

# idle small left
10060	167	74	189	104	0
# walk
10061	126	75	150	105	0
#10062	135	169	151	185	0
#running small left
10063	167	155	191	185	0
10064	127	155	151	185	0
#jump small left
10065	46	75	71	105	0
#stop left
10066	168	115	190	145	0
#10066	208	129	230	145	0
#kick left
10067	127	115	151	145	0
#holding turtle left
10068	45	155	70	185	0
10069	4	155	30	185	0
#Jump when max speed
10070	127	155	151	185	0

#======MARIO RACCON=======
#idle right
10100	208	441	233	471	0
#walk right
10101	259	441	284	471	0
10102	289	441	314	471	0
#running right
10103	209	521	235	551	0
10104	249	521	275	551	0
10105	289	521	315	551	0
#jump right
10106	329	440	354	470	0
#stop right
10107	168	482	191	512	0
#fight idle right
10108	234	441	259	471	0
10109	346	481	371	511	0
10110	6	2	38	32	999
10111	381	481	406	511	0
#sitting right
10112	369	436	394	466	0
#falling and quay duoi right
10113	209	601	234	631	0
10114	249	601	274	631	0
#flying right
10115	291	601	315	631	0
10116	331	601	355	631	0
10117	371	601	395	631	0
#kick right
10118	239	481	269	511	0
#holding turtle right
10160	320	521	343	551	0
10161	350	521	373	551	0
10162	381	521	404	551	0

#idle left
#10120	160	443	194	471	0
10120	6	1	36	31	41
#walk left
10121	11	1558	44	1588	0  # can lam lai -9
10122	84	441	115	471	0
#running left
10123	162	521	195	551	0 
10124	122	521	155	551	0
10125	52	1560	85	1590	0	#can lam lai -9
#jump left
10126	44	440	75	470	0
#stop left
10127	208	482	231	512	0
#fight idle left
10128	6	2	38	32	999
10129	346	481	371	511	0
10130	234	441	259	471	0
10131	381	481	406	511	0
#sitting left
10132	3	436	34	466	0
#falling and quay duoi left
10133	164	601	195	631	0
10134	124	601	154	631	0
#flying left
10135	84	601	115	631	0
10136	44	601	75	631	0
10137	4	601	35	631	0
#kick left
10138	133	481	159	511	0
#holding turtle left
10139	63	521	84	551	0
10140	33	521	55	551	0
10141	2	521	25	551	0

#====FIRE MARIO=======
#idle right
10200	205	680	230	710	0
#walk right
10201	245	680	271	710	0
10202	285	681	311	711	0
#running right
10203	206	760	232	790	0
10204	246	760	272	790	0
10205	286	761	312	791	0
#jump right
10206	325	681	351	711	0
#stop right
10207	165	721	191	751	0
#fight idle right	
10208	355	800	380	830	0
10209	79	1520	104	1550	0
#fight while jumping right
10210	327	800	352	830	0
10211	288	800	312	830	0
10212	247	800	272	830	0
#sitting right
10213	365	676	390	706	0
#kick right
10214	243	721	273	751	0
#holding turtle right
10215	319	760	345	790	0
10216	345	760	371	790	0
10217	115	1520	151	1550	0	#can lam lai
#Jump when max speed
10218	327	800	352	830	0

#idle left
10220	167	680	190	710	0
#walk left
10221	126	680	151	710	0
10222	86	681	111	711	0
#running left
10223	164	760	193	790	0
10224	124	760	153	790	0
10225	84	761	113	791	0
#jump left 
10226	46	681	71	711	0
#stop left
10227	205	721	231	751	0
#fight idle left
10228	46	1520	69	1550	0
10229	13	1520	36	1550	0	#can lam lai
#fight while jumping left
10230	45	800	73	830	0
10231	84	800	112	830	0
10232	125	800	153	830	0
#sitting left
10233	7	676	30	706	0
#kick left
10234	129	721	154	751	0
#holding turtle left
10235	55	760	75	790	0
10236	29	760	50	790	0
10237	4	761	26	791	0
#Jump when max speed
10238	45	800	73	830	0

#Mario in word map
#Small
10239	16	9	30	25	0
10240	16	49	30	65	0

#=======QUESTION BRICK==========
40001	157	188	173	204	20
40002	176	188	192	204	20
40003	196	188	212	204	20
40004	215	188	231	204	20

#=======GOOMBA==============
#GOOMBA WAKLING
30001	5	3	25	27	45
30002	28	3	48	27	45
#GOOMBA die
30003	50	3	70	27	45
#GOOMBA die fly
#30004	294	333	315	357	48
30004	215	54	236	78	45
#RED GOOMBA
#GOOMBA RED HAS WING WALK
30005	140	35	160	59	45
30006	116	35	136	59	45
#GOOMBA RED HAS WING FLY
30007	90	35	110	59	45
30008	66	35	86	59	45
#GOOMBA RED NO WING WALK
30009	121	62	141	86	45
30010	100	62	120	86	45
#GOOMBA RED NO WING DIE
30011	141	62	161	86	45
#GOOMBA	RED DIE FLY
#30012	200	274	220	298	48
30012	216	86	236	110	45
	

#======KOOPAS=============
#=====Red Koopa===========
#KOOPA WALKING LEFT
30050	27	65	44	93	45
30051	46	66	63	93	45
#KOOPA WALKING RIGHT
30052	260	66	277	93	46
30053	279	65	296	93	46
#KOOPA DIE
30054	236	3	253	30	45
#KOOPA DIE AND MOVE
30055	257	2	274	29	45
30056	278	2	295	29	45
30062	248	230	265	257	45
#KOOPA DIE UP
30057	238	41	255	68	45
#KOOPA REVIAL UP
30058	278	84	294	111	45
30064	277	84	294	111	45
#KOOPA REVIAL 
30059	71	64	89	91	45
30065	70	64	89	91	45
#KOOPA DIE AND MOVE UP
30060	259	42	276	69	45
30061	280	42	297	69	45
30063	248	266	265	293	45
#KOOPA HAS WING WALK LEFT
30064	147	93	163	120	45
30065	126	93	142	120	45
30066	105	93	121	120	45	

#=======Green Koopa========
#KOOPA WALKING LEFT
30080	30	117	47	145	45
30081	49	118	66	145	45
#KOOPA WALKING RIGHT
30082	276	117	293	145	46
30083	257	118	274	145	46
#KOOPA DIE
30084	256	125	273	152	45
#KOOPA DIE AND MOVE
30085	277	124	294	151	45
30086	257	185	274	212	45
30087	298	124	315	151	45
#KOOPA REVIAL
30088	73	116	92	143	45
30078	72	116	92	143	45
#KOOPA DIE UP
30089	256	154	273	181	45
#KOOPA DIE AND MOVE UP
30090	277	155	294	182	45
30091	277	185	294	212	45
30092	298	155	315	182	45
#KOOPA REVIAL UP
30093	298	185	317	212	45
30079	297	185	317	212	45
#KOOPA HAS WING WALKING LEFT
30094	147	129	163	156	45
30095	126	129	142	156	45
30096	105	129	121	156	45
#KOOPA HAS WING WLAKING RIGHT
30097	161	129	177	156	46
30098	182	129	198	156	46
30099	203	129	219	156	46

#=========NAM==========
1	156	121	172	137	20
#========NAM XANH======
5	286	121	302	137	20
#FIRE FLOWER
3	309	121	325	137	20
#Start
4	201	121	217	137	20

#====LEAF TREE===========================
30	180	123	196	137	20
29	233	121	249	137	21
#====FIRE BALL===========================
31	17	4	25	12	42
32	4	19	12	27	42
33	4	4	12	12	42
34	18	19	26	27	43

#=====Giant_Piranha==========
#Giant_Piranha_shoot_fireball_45_left
35	167	126	183	158	44
36	150	126	166	158	44
#Giant_Piranha_shot_fireball_45_more_left
37	201	126	217	158	44
38	184	126	200	158	44
#Giant_Piranha_shot_fireball_45_right
45	256	126	272	158	49
46	273	126	289	158	49
#Giant_Piranha_shot_fireball_45_more_right
47	222	126	238	158	49
48	239	126	255	158	49
#Giant_Piranha_shoot_fireball_45_right_green
49	186	100	202	124	49
50	203	100	219	124	49
#Giant_Piranha_shoot_fireball_45_more_right_green
51	152	100	168	124	49
52	169	100	185	124	49
#Giant_Piranha_shoot_fireball_45_left_green
53	237	100	253	124	44
54	220	100	236	124	44
#Giant_Piranha_shoot_fireball_45_more_left_green
55	271	100	287	124	44
56	254	100	270	124	44
#Giant_Piranha_Bite
57	57	100	73	124	44
58	38	100	54	124	44

#=========QUESTION BRICK AFTER====
2	235	188	251	204	20


#=========Effects Fire ball======
39	99	22	111	34	47


#============Piece brick==========
40	37	120	45	128	47
77	47	120	55	128	47


#============Broken Brick=======
41	274	188	290	204	20
42	293	188	309	204	20
43	312	188	328	204	20
44	331	188	347	204	20

#==============Coin==============
59	334	100	348	116	20
60	290	100	308	116	20
61	354	100	371	116	20
62	370	100	386	116	20
71	294	101	302	115	20
72	319	101	327	115	20
73	308	101	316	115	20

#==========Monney Effcet=========
#100
63	11	223	22	231	47
#200
64	10	232	22	240	47
#400
65	10	241	22	249	47
#800
66	10	250	22	258	47
#1000
67	24	223	39	231	47
#2000
68	23	232	39	231	47
#4000
69	23	241	39	249	47
#8000
70	23	250	39	258	47

#======Switch_P=====
74	156	144	172	160	20
75	178	144	194	160	20
76	200	144	216	160	20

#========STATUS BAR=============
2000	3	3	155	31	51

#========NUMBER STATUS BAR===============
# num 0
2010	33	32	41	39	51
# num 1
2011	43	32	51	39	51
# num 2
2012	53	32	61	39	51
# num 3
2013	63	32	71	39	51
# num 4
2014	73	32	81	39	51
# num 5
2015	83	32	91	39	51
# num 6
2016	93	32	101	39	51
# num 7
2017	103	32	111	39	51
# num 8
2018	113	32	121	39	51
# num 9
2019	123	32	131	39	51

#=========POWER STATE==========
# tier_0
2020	2	2	66	9	52
# tier_1
2021	2	11	66	18	52
# tier_2
2022	2	20	66	27	52
# tier_3
2023	2	29	66	36	52
# tier_4
2024	2	38	66	45	52
# tier_5
2025	2	47	66	54	52
# tier_6
2026	2	56	66	63	52
# tier_7
2027	2	65	66	72	52
#========Turn Off Light=======
2030	0	0	1800	831	53
2031	0	0	1800	831	54
2032	0	0	1800	831	55
2033	0	0	1800	831	56

#==================PIPE===================
# short pipe
2034	201	415	233	447	59
# medium pipe
2035	5	28	37	76	59
# long pipe
2036	472	157	504	365	59
# hidden pipe
2037	433	223	465	255	59
# short pipe pair with long one
2038	433	157	465	205	59
#long long pipe
2048	433	301	465	365	59

#=============MOVING WOOD=================
2039	237	338	285	354	59
#===========BOOMERANG BROTHER=============
2040	275	171	291	195	46
2041	251	171	267	195	46
#ready to fight
2042	228	171	244	195	46
2043	205	171	221	195	46
#============BOOMERANG WEAPON==============
2044	124	188	140	205	45
2045	145	186	161	202	45
2046	124	166	140	182	45
2047	144	166	160	182	45

#=================ALPHABET================
#A
2100	133	32	141	40	51
#B	
2101	143	32	151	49	51
#C
2102	33	42	41	50	51
#D
2103	43	42	51	50	51
#E
2104	53	42	61	50	51
#F
2105	63	42	71	50	51
#G	
2106	73	42	81	50	51
#H
2107	83	42	91	50	51
#I
2108	93	42	101	50	51
#J
2109	103	42	111	50	51
#K	
2110	113	42	121	50	51
#L
2111	123	42	131	50	51
#M
2112	133	42	141	50	51
#N
2113	143	42	151	50	51
#O
2114	33	52	41	60	51
#P
2115	43	52	51	60	51
#Q
2116	53	52	61	60	51
#R
2117	63	52	71	60	51
#S	
2118	73	52	81	60	51
#T
2119	83	52	91	60	51
#U
2120	93	52	101	60	51
#V
2121	103	52	111	60	51
#W	
2122	113	52	121	60	51
#X
2123	123	52	131	60	51
#Y
2124	133	52	141	60	51
#Z
2125	143	52	151	60	51

#==========BOX ITEM AT STATUS BAR=========
2062	163	3	235	31	51
#======MUSHROOM ON BOX ITEM AT STATUS BAR=
2063	191	39	207	55	51
#===FIRE FLOWER ON BOX ITEM AT STATUS BAR=
2064	215	39	231	55	51
#===START ON BOX ITEM AT STATUS BAR=======
2065	239	39	255	55	51
#black Back Round 
2066	0	0	633	205	60
#BOX CARD
2067	163	3	187	31	51

